identificadorEmpenho,numeroEmpenho,anoEmpenho,processoEmpenho,numeroDocumento,codigoOrgao,codigoUnidade,dataEmissao,dataVencimento,dataPagamento,cpfCnpjCredor,razaoSocialCredor,valorDocumento,valorCancelado,valorPago,tipoDocumento,tipoPagamento,processoPagamento,nrNLP,anoNLP,codigoEmpresa,modifiedMode,usuarioOperacao,descricaoDocumento
3330135,25941,2026,6025202500285251,44250277,25,10,03/06/2026 17:37:50,23/06/2026 00:00:00,23/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,23617.25,0.0,64156.77,FATURA,CONTA SABESP,6025202600071024,140616,2026,01,5,,
3330092,25924,2026,6025202500271951,191951603001,25,10,27/05/2026 00:00:00,12/06/2026 00:00:00,12/06/2026 00:00:00,40432544000147,CLARO SA,996.0,0.0,948.19,FATURA,,6025202600076026,136075,2026,01,5,,"SMC/FATURA 191951603001 Ref. 05/2026 - Locação de SIM cards para acesso à internet móvel, incluindo "
3330135,25941,2026,6025202500285251,52263173,25,10,03/06/2026 17:37:50,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,785.39,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,44250746,25,10,03/06/2026 17:37:50,23/06/2026 00:00:00,23/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,7367.45,0.0,64156.77,FATURA,CONTA SABESP,6025202600071024,140616,2026,01,5,,
3330135,25941,2026,6025202500285251,44250277,25,10,03/06/2026 17:37:50,23/06/2026 00:00:00,23/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,23617.25,0.0,64156.77,FATURA,CONTA SABESP,6025202600071024,140616,2026,01,5,,
3330135,25941,2026,6025202500285251,52263205,25,10,03/06/2026 17:37:50,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,12370.0,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,52263205,25,10,03/06/2026 17:37:50,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,12370.0,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,44250269,25,10,03/06/2026 17:37:50,23/06/2026 00:00:00,23/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,1330.58,0.0,64156.77,FATURA,CONTA SABESP,6025202600071024,140616,2026,01,5,,
3330135,25941,2026,6025202500285251,52263184,25,10,03/06/2026 17:37:50,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,4715.11,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,52263173,25,10,03/06/2026 17:37:50,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,785.39,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,44253534,25,10,03/06/2026 17:37:50,23/06/2026 00:00:00,23/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,3341.92,0.0,64156.77,FATURA,CONTA SABESP,6025202600071024,140616,2026,01,5,,
3330135,25941,2026,6025202500285251,44253534,25,10,03/06/2026 17:37:50,23/06/2026 00:00:00,23/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,3341.92,0.0,64156.77,FATURA,CONTA SABESP,6025202600071024,140616,2026,01,5,,
3330135,25941,2026,6025202500285251,44250295,25,10,03/06/2026 17:37:50,23/06/2026 00:00:00,23/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,3408.41,0.0,64156.77,FATURA,CONTA SABESP,6025202600071024,140616,2026,01,5,,
3330135,25941,2026,6025202500285251,Ref. 05/2026,25,10,14/04/2026 00:00:00,30/06/2026 00:00:00,30/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,3156.4,0.0,0.0,FATURA,,6025202600044825,146360,2026,01,5,,IRRF - NPL 2
3330124,25933,2026,6025202500285251,Ref. 05/2026,25,10,15/04/2026 00:00:00,30/06/2026 00:00:00,30/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,439.18,0.0,0.0,FATURA,,6025202600044701,146051,2026,01,5,,IRRF - NPL 2
3330135,25941,2026,6025202500285251,Ref. 05/2026,25,10,14/04/2026 00:00:00,30/06/2026 00:00:00,30/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,3156.4,0.0,0.0,FATURA,,6025202600044825,146360,2026,01,5,,IRRF - NPL 2
3330088,25921,2026,6065202500009465,3932749,36,10,31/05/2026 00:00:00,22/06/2026 00:00:00,22/06/2026 00:00:00,34028316003129,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,57.8,0.0,57.8,FATURA,,6065202600002535,144236,2026,01,5,,SMPED - TC 9912737031/2026 - P - FATURA 3932749  - MAI/26 - SERVIÇOS DE POSTAGEM 
3330135,25941,2026,6025202500285251,Ref. 05/2026,25,10,14/04/2026 00:00:00,30/06/2026 00:00:00,30/06/2026 00:00:00,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,3156.4,0.0,0.0,FATURA,,6025202600044825,146360,2026,01,5,,IRRF - NPL 2
3330060,25910,2026,6016202300863953,06,16,18,09/06/2026 00:00:00,01/07/2026 00:00:00,01/07/2026 00:00:00,04941695000167,CENTRO INTEGRADO DE PROMOCAO SOCIAL,195727.68,0.0,195727.68,REQUERIMENTO,,6016202600043331,155707,2026,01,5,,CEI NUVEM DE ALGODAO - JUNHO 2026
3330135,25941,2026,6025202500285251,54204383,25,10,02/07/2026 09:42:17,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,3678.54,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,54207552,25,10,02/07/2026 09:42:17,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,2855.14,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,54204814,25,10,02/07/2026 09:42:17,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,6535.44,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,54207748,25,10,02/07/2026 09:42:17,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,1648.1,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,54207552,25,10,02/07/2026 09:42:17,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,2855.14,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,54204365,25,10,02/07/2026 09:42:17,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,17695.95,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330135,25941,2026,6025202500285251,54207748,25,10,02/07/2026 09:42:17,23/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,1648.1,0.0,54941.62,FATURA,CONTA SABESP,6025202600093451,166229,2026,01,5,,
3330104,25927,2026,6074202400025174,150,34,10,01/06/2026 00:00:00,01/07/2026 00:00:00,08/07/2026 00:00:00,11766695000133,SOLITA TECNOLOGIA E SERVICOS EMPRESARIAIS LTDA,29460.05,0.0,28045.97,NOTA FISCAL ELETRÔNICA,,6074202600006785,165595,2026,01,5,,Prestação de Serviços de RECEPÇÃO para as sedes dos 52 (cinquenta e dois) Conselhos Tutelares
3361959,50110,2026,6010202100008950,12131,11,10,02/07/2026 00:00:00,08/07/2026 00:00:00,15/07/2026 00:00:00,04690161000105,MWORKS COMUNICACAO LTDA,2217978.17,0.0,2111515.22,NOTA FISCAL ELETRÔNICA,,6010202600021661,166928,2026,01,5,,PAGT. OES 458/2026 - NF 12131 -  MWORKS COMUNICAÇÃO 
3330088,25921,2026,6065202500009465, 3968757,36,10,06/07/2026 00:00:00,21/07/2026 00:00:00,21/07/2026 00:00:00,34028316003129,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,86.7,0.0,86.7,FATURA,,6065202600002535,169634,2026,01,5,,SMPED - TC 9912737031/2026 - P - FATURA 3968757  - JUN/26 - SERVIÇOS DE POSTAGEM
3361959,50110,2026,6010202100008950,12134,11,10,03/07/2026 00:00:00,15/07/2026 00:00:00,20/07/2026 00:00:00,04690161000105,MWORKS COMUNICACAO LTDA,1659123.51,0.0,1579485.58,NOTA FISCAL ELETRÔNICA,,6010202600021661,169722,2026,01,5,,PAGT. OES 459/2026 - NF 12134 - MWORKS COMUNICAÇÃO 
3361959,50110,2026,6010202100008950,12126,11,10,02/07/2026 00:00:00,20/07/2026 00:00:00,,04690161000105,MWORKS COMUNICACAO LTDA,33473.44,0.0,31866.71,NOTA FISCAL ELETRÔNICA,,6010202600021785,174273,2026,01,5,,PAGT. OES 413/2026 - NF 12126 - MWORKS COMUNICAÇÃO 
3330124,25933,2026,6025202500285251,NLP 2 IR 06.2026,25,10,07/05/2026 00:00:00,31/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,399.14,0.0,0.0,OUTROS,,6025202600070877,174723,2026,01,5,,IRRF - NPL 2
3330124,25933,2026,6025202500285251,NLP 2 IR 06.2026,25,10,07/05/2026 00:00:00,31/07/2026 00:00:00,,43776517000180,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO  SABESP,399.14,0.0,0.0,OUTROS,,6025202600070877,174723,2026,01,5,,IRRF - NPL 2
3330060,25910,2026,6016202300863953,07,16,18,06/07/2026 00:00:00,03/08/2026 00:00:00,,04941695000167,CENTRO INTEGRADO DE PROMOCAO SOCIAL,201867.49,0.0,0.0,REQUERIMENTO,,,-1,-1,01,5,,CEI NUVEM DE ALGODÃO - JULHO 2026
3330104,25927,2026,6074202400025174,155,34,10,01/07/2026 00:00:00,30/07/2026 00:00:00,,11766695000133,SOLITA TECNOLOGIA E SERVICOS EMPRESARIAIS LTDA,29460.05,0.0,0.0,NOTA FISCAL ELETRÔNICA,,,-1,-1,01,5,,Prestação de Serviços de RECEPÇÃO para as sedes dos 52 (cinquenta e dois) Conselhos Tutelares
